법인코드,법인명,업종,상장일자,주요품목
A012510,더존비즈온,소프트웨어,19881028,"기업용 솔루션 판매, 유지보수"
A012600,청호컴넷,컴퓨터와주변기기,19900710,"금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매"
A012610,경인양행,화학,19951005,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입"
A012620,원일특강,철강,19960701,특수강
A012630,현대산업,건설,19961016,"토목공사,건축공사,아파트분양사업,재개발/재건축사업"
A012690,모나리자,가정용품,19881014,"화장지,미용티슈 제조,도매"
A012700,리드코프,기타금융,19960701,화공약품운반
A012750,에스원,상업서비스와공급품,19960130,"부가통신 서비스(경비),안전관리용역,CCTV카메라"
A012790,신일제약,제약,19990813,투어펜플라스타
A012800,대창,비철금속,19891205,"황동봉,동합금괴 제조,판매"
A012860,서연전자,자동차부품,19960701,"스마트키,스위치"
A013000,세우글로벌,판매업체,19890905,"화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업"
A013030,하이록코리아,기계,19960701,관이음쇠
A013120,동원개발,건설,19960701,도급공사
A013310,아진산업,자동차부품,20151222,자동차 차체 부품
A013360,일성건설,건설,19891202,"건축공사,토목공사,전기공사"
A013520,화승알앤에이,자동차부품,19910222,"자동차용 고무제품(제조저압호스,고압호스,산업용고무호스,,WEATHER STIRP,고무판,콘베어벨트) 제조,판매,수출입"
A013570,디와이,기계,19890530,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조"
A013580,계룡건설,건설,19960130,"건축공사,주택공사,토목공사,포장공사,전기공사"
A013700,까뮤이앤씨,건설,19891130,"토목공사,건축공사/부동산 임대"
A013720,청보산업,자동차부품,19960701,엔진부품
A013810,스페코,기계,19971103,아스팔트믹싱플랜트
A013870,지엠비코리아,자동차부품,20121120,"VS, TIB, CVJoint 등"
A013990,아가방컴퍼니,"섬유,의류,신발,호화품",20020117,유아용 의류 및 용품
A014100,보령메디앙스,가정용품,19960701,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스"
A014130,한익스프레스,항공화물운송과물류,19890725,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매"
A014160,대영포장,포장재,19900306,"골판지원단,골판지상자 제조"
A014190,원익큐브,화학,19960701,"이에이엠, 2-헤마, 비에이엠, 엠엠에이, 아스팔트슁글"
A014200,광림,자동차,19960701,"전기공사용, 운송용, 환경용 특수차량 및 건설용 장비인 유압크레인을 생산·판매하는 제조업체"
A014280,금강공업,건축제품,19880910,"건설가설재,강관,거푸집 제조,판매"
A014440,영보화학,화학,19970827,"가교발포폴리에틸렌(아티론,영보드) 제조,판매"
A014470,부방,가정용기기와용품,19960701,"수정진동자, 수정발진기, 전기보온밥솥 등"
A014530,극동유화,석유와가스,19910131,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소"
A014570,고려제약,제약,20001207,"하벤(종합감기약),뉴로메드(치매치료제)등 70여종"
A014580,백광소재,비철금속,19910307,"생석회,소석회,석회비료 제조,판매/비금속광물 광업/산업폐기물 재생처리/휴게소 운영"
A014620,성광벤드,기계,20010111,관이음쇠
A014680,한솔케미칼,화학,19890520,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출"
A014710,사조씨푸드,식품,20120629,횟감용 참치 및 기타 일반수산물
A014790,한라,건설,19940812,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대"
A014820,동원시스템즈,포장재,19940329,"광통신다중화장치,광가입자 전송장치 제조,무역,건설"
A014830,유니드,화학,20041203,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매"
A014910,성문전자,전기제품,19900324,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매"
A014940,오리엔탈정공,조선,20011226,"조선해양구조물 및 조선해양기계품 제작,"
A014970,삼륭물산,포장재,19960701,카톤팩
A014990,인디에프,"섬유,의류,신발,호화품",19890620,"여성의류,남성의류,캐쥬얼웨어 제조"
A015020,이스타코,방송과엔터테인먼트,19881223,부동산 분양/입시학원 운영
A015230,대창단조,기계,19890725,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조"
A015260,에이엔피,자동차부품,19880118,"전자부품(인쇄회로기판),무정전 전원공급장치 제조"
A015350,부산가스,가스유틸리티,19970623,"도시가스 배관공급,가스기기 판매,설비공사"
A015360,예스코,가스유틸리티,19961224,"도시가스,가스기기 도매/설비건설"
A015540,핫텍,판매업체,19890902,"휴대폰 악세사리 제조,ARS정보제공,게임소프트웨어 개발,도매"
A015590,대경기계,기계,19890527,"열교환기,압력용기,저장탱크,산업용보일러 제조"
A015710,코콤,통신장비,19970930,비디오도어폰
A015750,성우하이텍,자동차부품,19960701,자동차범퍼
A015760,한국전력,전기유틸리티,19890810,"전력자원개발,발전,송전,전력용기자재확보"
A015860,일진홀딩스,전기장비,19900322,"전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기"
A015890,태경산업,비철금속,19960130,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영"
A016090,대현,"섬유,의류,신발,호화품",19900920,"여성의류 및 악세사리류 제조,도매,유통(백화점)"
A016100,리더스코스메틱,화장품,20030115,화장품
A016170,로엔,방송과엔터테인먼트,20010111,"MC,CD"
A016250,이테크건설,건설,19991228,"건축공사, 플랜트설비, 토목공사"
A016360,삼성증권,증권,19880328,"유가증권의 매매,위탁매매,인수주선"
A016380,동부제철,철강,19860203,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매"
A016450,한세예스24홀딩스,"섬유,의류,신발,호화품",20000106,"의류(니트) 제조,도소매,원단 제조,부동산 임대"
A016580,환인제약,제약,19960703,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매"
A016590,신대양제지,포장재,19951221,"골판지용 골심지,라이너지 제조,수출입"
A016600,큐캐피탈,창업투자,19960701,벤처투자
A016610,동부증권,증권,19880627,"유가증권,위탁매매,인수,자기매매"
A016670,포비스티앤씨,소프트웨어,19960701,"h/w,s/w개발"
A016710,대성홀딩스,가스유틸리티,19991222,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대"
A016740,두올,자동차부품,20160729,시트 커버 및 시트 원단
A016800,퍼시스,가구,19961224,"사무용 가구,의자,책상,캐비넷 제조"
A016880,웅진,복합기업,19941105,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업"
A016920,카스,전자장비와기기,19960701,"전자저울,로드셀"
A017000,신원종합개발,건설,19960701,토건
A017040,광명전기,전기장비,19900914,"수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역"
A017180,명문제약,제약,20080710,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매"
A017250,인터엠,전자장비와기기,19960701,음향기기
A017370,우신시스템,자동차부품,20020528,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매"
A017390,서울가스,가스유틸리티,19950818,"도시가스공급,가스공급설비공사"
A017480,삼현철강,철강,20010109,"후판,열연후판,산세판박,무늬강판,용단철강,형강외"
A017510,세명전기,전기장비,19960701,"154kV, 345kV, 765kV 송전,변전,배전용 금구류, 섬유직기용 섹셔날 빔"
A017550,수산중공업,기계,19910830,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매"
A017650,대림제지,포장재,19960701,골판지원지
A017670,SK텔레콤,무선통신서비스,19891107,"이동전화,무선호출서비스,부가통신"
A017680,데코앤이,"섬유,의류,신발,호화품",19960701,숙녀복
A017800,현대엘리베이,기계,19960703,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수"
A017810,풀무원,식품,19951005,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출"
A017890,한국알콜,화학,19960701,주정
A017900,광전자,전자장비와기기,19961016,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매"
A017940,E1,가스유틸리티,19970827,"LPG(프로판,부탄가스),가스기기판매"
A017960,한국카본,조선,19950708,"탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매"
A018000,유니슨,기계,19960701,"납면진받침, 탄성받침·포트받침, 신축이음장치, 소음·진동 방진제품, 파이프행거·서포트"
A018120,진로발효,음료,19960701,주정
A018260,삼성에스디에스,IT서비스,20141114,"IT서비스, 물류BPO"
A018290,지엠피,사무용전자제품,19960701,라미네이팅필름
A018310,삼목에스폼,건축제품,19960701,"유로폼,갱폼,알루미늄폼,특수폼,유리온실사업"
A018470,조일알미늄,비철금속,19881122,"알루미늄판 제조,도매"
A018500,동원금속,자동차부품,19951110,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매"
A018620,우진비앤지,제약,20080520,"슈퍼티아,안티펜SM"
A018670,SK가스,가스유틸리티,19970827,"액화석유가스,가스기기 판매,수입,저장"
A018680,서울제약,제약,20000818,"정제,연질캅셀제,경질캅셀제,연고 및 크림제 등"
A018700,바른손,"호텔,레스토랑,레저",19960701,지제품
A018880,한온시스템,자동차부품,19960731,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매"
A019010,그랜드백화점,백화점과일반상점,19960701,"백화점, 할인점"
A019170,신풍제약,제약,19900120,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매"
A019180,티에이치엔,자동차부품,19960731,"자동차부품(전기배선장치류) 제조,도매"
A019210,와이지-원,기계,19970806,"엔드밀, 탭, 드릴"
A019440,세아특수강,철강,20110601,"냉간압조용선재,마봉강,스테인레스봉강 제조"
A019490,하이트론,통신장비,19981104,"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조"
A019540,일지테크,자동차부품,19960701,"차체(라지에타, 팩케이지, 씨트 크로스, 대쉬 판넬)"
A019550,SBI인베스트먼트,창업투자,19960701,벤처캐피탈
A019570,제미니투자,창업투자,19960701,벤처캐피탈
A019590,엠벤처투자,창업투자,19960701,벤처캐피탈
A019660,글로본,기타금융,19960701,벤처캐피탈
A019680,대교,교육서비스,20040203,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원"
A019770,서연탑메탈,자동차부품,20110624,자동차금형.건설중장비 부품
A019990,에너토크,기계,20060201,전동액츄에이터
A020000,한섬,"섬유,의류,신발,호화품",19960703,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매"
A020120,다우인큐브,소프트웨어,19960703,"서버,PC 도매,무역/소프트웨어(시스템통합,인터넷포털사이트,사이버쇼핑몰) 개발"
A020150,일진머티리얼즈,전자장비와기기,20110304,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매"
A020180,대신정보통신,IT서비스,19960701,"금융S/W, OKnet, DS-NET, Output 솔루션"
A020400,대동금속,자동차부품,19960701,"농기계 주문제품 및 상용차 실린더 헤드, 경승용차 실린더 브록 외"
A020560,아시아나항공,항공사,20080328,"항공운송(여객운송,화물운송)/항공기 제조,정비수리"
A020710,시공테크,상업서비스와공급품,19990813,"전시,영상,테마파크,멀티미디어관련업"
A020760,일진디스플,디스플레이패널,20020109,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설"
A021040,대호피앤씨,철강,19960827,냉간압조용선재
A021050,서원,비철금속,19960130,"비철금속(황동 빌레트,인코트) 제조,재생원료생산"
A021080,에이티넘인베스트,창업투자,19960701,벤처캐피탈
A021240,코웨이,가정용기기와용품,20010807,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)"
A021320,KCC건설,건설,20010821,"토목 건축공사, 분양공사"
A021650,한국큐빅,자동차부품,20030124,Curl Fit(표면처리사업)
A021820,세원정공,자동차부품,19960703,"자동차부품(차체류,램프류) 제조"
A021880,메이슨캐피탈,기타금융,19960902,리스수입
A021960,케이비캐피탈,기타금융,19961119,"시설대여,렌탈,팩토링"
A022100,포스코 ICT,IT서비스,20001128,"SI(System Integration), DVR(Digital Video Recorder)"
A022220,정산애강,건축제품,20060411,"PB파이프,PB연결구"
A023000,삼원강재,자동차부품,20110722,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매"
A023150,MH에탄올,음료,19961224,"주정,탄산가스 제조"
A023160,태광,기계,19960701,"각종 배관자재, 관이음쇠류 제조 및 판매,발전기부품 및 판매업,반도체장비 제조업 및 무역도매"
A023350,한국종합기술,건설,20110428,"토목설계,건축설계,감리,측량/토목건축공사"
A023410,유진기업,건축자재,19960701,레미콘
A023430,아이이,석유와가스,19960701,벽지
A023440,제일제강,철강,19960701,"연강선재, 경강선재, CHQ외"
A023450,동남합성,화학,19961224,"계면활성제,정밀화학품 제조,도매/부동산 임대"
A023460,CNH,기타금융,19960701,투자자문
A023530,롯데쇼핑,백화점과일반상점,20060209,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래"
A023590,다우기술,IT서비스,19970827,"인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대"
A023600,삼보판지,포장재,19960701,"골판지,골판지상자"
A023760,한국캐피탈,기타금융,19960701,리스수수료
A023770,플레이위드,게임소프트웨어와서비스,19960701,게임소프트웨어
A023790,동일철강,철강,19960701,찬넬
A023800,인지컨트롤스,자동차부품,19970623,"자동차부품(터머스위치,터머스탯) 제조"
A023810,인팩,자동차부품,20040921,"자동차용 케이블,전자정보통신관련기기 제조,도매"
A023890,아트라스BX,자동차부품,19960701,축전지
A023900,풍국주정,음료,19960701,발효주정
A023910,대한약품,제약,19960701,수액제
A023960,에쓰씨엔지니어링,건설,19970623,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매"
A024060,흥구석유,석유와가스,19960701,휘발유등
A024070,WISCOM,화학,19961122,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공"
A024090,디씨엠,비철금속,19990818,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매"
A024110,기업은행,은행,20031224,은행업
A024120,KB오토시스,자동차부품,19960701,브레이크패드
A024660,하림홀딩스,식품,19970806,비금융지주회사
A024720,한국콜마홀딩스,화장품,20020409,"화장품,의약부외품의 주문자표시 제조,도매"
A024740,한일단조,자동차부품,19961129,단조품
A024800,유성티엔에스,철강,19991210,"운송,C형강,차량정비"
A024810,이화전기,전기장비,19960701,무정전전원장치
A024830,세원물산,자동차부품,19960701,라디에이터서포터
A024840,갑을메탈,전기장비,19960701,모터코어
A024850,피에스엠씨,반도체와반도체장비,20010118,리드프레임
A024880,케이피에프,기계,19960701,볼트류
A024890,대원화성,"섬유,의류,신발,호화품",19971028,"합성피혁,벽지,DMF(폐용수)정제,방수투습원단,화공약 임가공,제조,도매,수출입"
A024900,덕양산업,자동차부품,19970623,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매"
A024910,경창산업,자동차부품,19960701,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품"
A024940,PN풍년,가정용기기와용품,19960701,압력솥
A024950,삼천리자전거,레저용장비와제품,19960701,자전거
A025000,KPX케미칼,화학,19941227,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매"
A025320,시노펙스,핸드셋,19960701,"방청지,방수지,필터"
A025440,대성엘텍,자동차부품,19960701,카멀티미디어 및 TFT-LCD 부품제조..
A025530,SJM홀딩스,자동차부품,19970212,지주회사및경영자문
A025540,한국단자,자동차부품,19961016,"전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)"
A025550,한국선재,철강,19960701,철강선재류
A025560,미래산업,반도체와반도체장비,19961122,"PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역"
A025620,제이준,"섬유,의류,신발,호화품",19950708,"피혁원단,피혁의류,자동차시트원단 제조,도소매"
A025750,한솔홈데코,건축자재,20031104,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업"
A025770,한국정보통신,다각화된통신서비스,19980120,신용카드조회기
A025820,이구산업,비철금속,19950818,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대"
A025860,남해화학,화학,19951110,"비료(요소,복합비료),공업제품원료 제조,도매"
A025870,신라에스지,식품,19960701,수산물도매
A025880,케이씨피드,식품,19960701,사료
A025890,한국주강,기계,19970718,"주강,주물 제조,도매"
A025900,동화기업,건축자재,19960701,"PB, MDF, 표면재,온돌마루, 창호, 도어 등"
A025950,동신건설,건설,19960701,토목
A025980,에머슨퍼시픽,"호텔,레스토랑,레저",19960701,양가죽원단
A026040,제이에스티나,"섬유,의류,신발,호화품",19991221,"주얼리,가죽제품,손목시계"
A026150,특수건설,건설,19970806,보링
A026180,현대정보기술,IT서비스,20000808,시스템통합(SI) 및 운영(SM)
A026260,보타바이오,제약,19960924,컴퓨터VGA보드
A026890,디피씨,전기제품,19971125,"전자레인지용 고압변성기,리엑터,디지탈위성방송수신기 제조"
A026910,광진실업,철강,19960701,마봉
A026940,부국철강,철강,20081014,철강
A026960,동서,식품,20160715,"식품 유통, 다류 및 연포장재 제조 등"
A027040,서울전자통신,전기제품,19991203,"전자변성기, 무역업(트랜스포머자재)"
A027050,코리아나,화장품,19991210,화장품
A027390,한화갤러리아타임월드,백화점과일반상점,19960130,"백화점,부동산임대,신용카드업,주차장"
A027410,BGF리테일,백화점과일반상점,20140519,연쇄화 편의점
A027580,상보,디스플레이장비및부품,20071001,"광학필름,윈도우필름,미디어필름"
A027710,팜스토리,식품,19960706,사료
A027740,마니커,식품,20021029,"닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행"
A027830,대성창투,창업투자,19991130,투자서비스
A027970,세하,포장재,19960703,"백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사"
A028040,스페로 글로벌,사무용전자제품,19960727,OPC드럼
A028050,삼성엔지니어링,건설,19961224,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리"
A028080,휴맥스홀딩스,전자제품,19970416,위성방송수신기
A028100,동아지질,건설,20090612,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리"
A028150,GS홈쇼핑,인터넷과카탈로그소매,20000120,CATV홈쇼핑
A028260,삼성물산,복합기업,20141218,"도소매, 건설, 남자용 정장 제조업 등"
A028300,에이치엘비,조선,19960727,"각종 산업용 밸브류, 제지·제철용기계,기타 특수목적용 산업기계"
A028670,팬오션,해운사,20070921,"해상화물운송(외항,운수보관)"
A029460,케이씨텍,반도체와반도체장비,19971125,"반도체 장비(연마, 세정), 디스플레이 장비, 반도체 소재(연마제), 가스/Chemical 공급 장치 등 제조 및 판매"
A029480,바른테크놀로지,통신장비,19960827,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리"
A029530,신도리코,사무용전자제품,19961224,"복사기,팩시밀리,프린터,주변기기 제조,판매"
A029780,삼성카드,카드,20070627,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매"
A029960,코엔텍,상업서비스와공급품,20040618,산업폐기물 소각/매립처리
A030000,제일기획,광고,19980303,"광고 대행/광고물,영화 제작,인쇄,출판"
A030190,NICE평가정보,신용평가서비스,20000516,"개인 및 기업정보,솔루션"
A030200,KT,다각화된통신서비스,19981223,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)"
A030210,KTB투자증권,증권,19961119,"금융업, 서비스, 부동산"
A030270,에스마크,"섬유,의류,신발,호화품",19970117,"면사,혼방사,코마사"
A030350,드래곤플라이,게임소프트웨어와서비스,19971110,온라인게임
A030520,한글과컴퓨터,소프트웨어,19960924,오피스소프트웨어
A030530,원익홀딩스,반도체와반도체장비,19960924,가스캐비닛
A030610,교보증권,증권,20020718,"유가증권 매매,중개,대리,인수"
A030720,동원수산,식품,19961122,"원양어업/수산물 제조,가공/참치어류 냉동냉장업"
A030790,동양네트웍스,IT서비스,20101102,"시스템통합소프트웨어 개발, 전자상거래"
A030960,양지사,문구류,19961024,다이어리
A031310,아이즈비전,통신장비,19970725,"홈쇼핑(아이즈홈쇼핑), 국제전화(아이즈텔), 가정용유무선 전화기판매(TopPhone)"
A031330,에스에이엠티,전자장비와기기,20000523,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업"
A031390,녹십자셀,생물공학,19980925,항암세포치료제
A031430,신세계인터내셔날,"섬유,의류,신발,호화품",20110714,"섬유, 의복, 신발 및 가죽제품 소매"
A031440,신세계푸드,"호텔,레스토랑,레저",20100429,"단체급식, 식자재유통, 외식"
A031510,오스템,자동차부품,19970212,휠
A031820,콤텍시스템,IT서비스,19970212,"시스템(네트웍) 구축/데이터통신장비(모뎀,먹스),종합네트워크시스템 제조,설치,유지보수"
A031860,에이모션,레저용장비와제품,19970107,FLC
A031980,피에스케이,반도체와반도체장비,19970107,감광액제거기
A032040,C&S자산관리,상업서비스와공급품,19970123,경비
A032080,아즈텍WB,"섬유,의류,신발,호화품",20001026,직물
A032190,다우데이타,소프트웨어,19991221,"NT SERVER, PC SERVER, 바이러스 백신프로그램, 그래픽 프로그램등"
A032280,삼일,항공화물운송과물류,19970315,운송및하역수입
A032350,롯데관광개발,"호텔,레스토랑,레저",20060608,"국내외여행알선,관광개발,전세운수,항공권매매대행"
A032500,케이엠더블유,통신장비,20000321,RF 부품 및 중계기
A032540,TJ미디어,전자제품,19970416,영상음향반주기
A032560,황금에스티,비철금속,20091029,"스테인레스 냉연, 열연"
A032580,피델릭스,반도체와반도체장비,19970422,PSRAM 및 LPSDRAM
A032620,유비케어,건강관리기술,19970502,"의사랑,유팜,미소몰"
A032640,LG유플러스,무선통신서비스,20080421,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공"
A032680,소프트센,IT서비스,19970718,전산기기 및 정보통신공사
A032750,삼진,전자제품,19970714,리모트컨트롤러
A032790,엠젠플러스,컴퓨터와주변기기,19970626,코일
A032800,판타지오,방송과엔터테인먼트,19970626,교육서비스
A032820,우리기술,전자장비와기기,20000622,"시스템사업, 정보통신사업"
A032830,삼성생명,생명보험,20100512,"생명보험,부동산 임대"
A032850,비트컴퓨터,건강관리기술,19970704,의료정보시스템
A032860,GMR 머티리얼즈,철강,19970704,철스크랩
A032940,원익,건강관리장비와용품,19970718,반도체용석영
A032960,동일기연,전자장비와기기,19970718,EMI
A032980,바이온,화학,19970806,"배너,타포린,화장품,자동차부품"
A033050,제이엠아이,디스플레이장비및부품,19970818,CD복제품
A033100,제룡전기,전기장비,19970818,"송배전용금구류,변압기"
A033110,이디,전자장비와기기,19970818,전자계측기
A033130,디지틀조선,인터넷소프트웨어와서비스,19970806,위성서비스
A033160,엠케이전자,반도체와반도체장비,19971110,반도체용세금선
A033170,시그네틱스,반도체와반도체장비,20101126,반도체 패키징
A033180,필룩스,전기제품,20011226,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대"
A033200,모아텍,전자장비와기기,19971013,위치제어용초정및소형모터
A033230,인성정보,통신장비,19990730,넷트워크 관련 장비 및 솔루션
A033240,자화전자,전자장비와기기,19990106,"Bonded magenet,플라스틱자성제품,티탄산 바륨계 반도체소자,휴대전화용 Vibration Motor,전자관,전자부품 제조"
A033250,체시스,자동차부품,19990811,"자동차부품,뒷차축 제조"
A033270,유나이티드제약,제약,20071023,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조"
A033290,코웰패션,"섬유,의류,신발,호화품",19971013,"콘덴서,저항기"
A033310,디케이디앤아이,포장재,19971110,산업용자동제어반기기
A033320,제이씨현시스템,전자장비와기기,19971110,"메인보드, 그래픽카드"
A033340,좋은사람들,"섬유,의류,신발,호화품",19971103,패션내의
A033430,코리드,비철금속,19980525,몰리브덴 등
A033500,동성화인텍,조선,19971219,초저온 보냉재
A033530,세종공업,자동차부품,20020925,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조"
A033540,파라텍,기계,19971226,소방기기
A033560,블루콤,핸드셋,20110126,"마이크로스피커, 블루투스헤드셋, Linear 진동모터"
A033600,이젠텍,자동차부품,20001121,김치냉장고부품
A033640,네패스,반도체와반도체장비,19991214,반도체및TFT-LCD용현상액
A033660,아주캐피탈,기타금융,20090625,"투자회사,할부금융,리스/자동차정비,자동차리스"
A033780,KT&G,담배,19991008,"잎담배,제조담배,홍삼,홍삼제품 제조,판매"
A033790,서화정보통신,통신장비,20010626,무선통신시스템용 중계기
A033830,티비씨,방송과엔터테인먼트,20101129,"텔레비젼 방송,문화서비스,광고/출판,음반 제작,도매"
A033920,무학,음료,20100720,소주
A034020,두산중공업,기계,20001025,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설"
A034120,SBS,방송과엔터테인먼트,20030625,"TV,라디오방송,광고"
A034220,LG디스플레이,디스플레이패널,20040723,액정표시장치(TFT-LCD) 제조
A034230,파라다이스,"호텔,레스토랑,레저",20021105,카지노
A034300,신세계건설,건설,20020617,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역"
A034310,NICE,신용평가서비스,20040204,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업"
A034590,인천도시가스,가스유틸리티,20061107,도시가스 공급/가스설비공사
A034730,SK,복합기업,20091111,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매"
A034810,해성산업,부동산,19990416,시설관리 용역 및 부동산 임대
A034830,한국토지신탁,부동산,20160711,부동산신탁 등
A034940,조아제약,제약,19990813,"의약품,의약부외품,보건보조식품,위생용품의제조판매"
A034950,한국기업평가,신용평가서비스,20020207,"신용평가, 컨설팅, 위험관리솔루션"
A035000,지투알,광고,19990811,지주회사
A035080,인터파크홀딩스,인터넷과카탈로그소매,19990705,지주회사
A035150,백산,"섬유,의류,신발,호화품",19990811,"P.U.인조피혁,부직포인공피혁 제조,무역"
A035200,프럼파스트,건축제품,20020115,주택건설용 플라스틱 배관
A035250,강원랜드,"호텔,레스토랑,레저",20030904,"카지노,관광호텔,골프장,스키장,체육시설 운영"
A035290,에이원앤,교육서비스,19991207,"방과후컴퓨터상설반,교재및CD"
A035420,NAVER,인터넷소프트웨어와서비스,20081128,포털 서비스 및 온라인 광고
A035460,기산텔레콤,통신장비,19991118,"광모듈, 에코 켄슬러, 중계기, VoIP Server등"
A035480,마제스타,"호텔,레스토랑,레저",19991118,카지노
