법인코드,법인명,업종,상장일자,주요품목
A109860,동일금속,기계,20090728,"크롤러크레인용 트랙슈 어셈블리, 굴삭기용 아이들러 트랙슈 스프링 등"
A109960,로코조이,핸드셋,20091113,"차량용블루투스핸즈프리스피커폰, 가로동/보안등 어시스템, 모바일게임 블리싱"
A110570,넥솔론,화학,20111014,태양광발전용 웨이퍼
A111770,영원무역,"섬유,의류,신발,호화품",20090730,스포츠의류
A111820,처음앤씨,인터넷과카탈로그소매,20100618,"B2B 전자결제, B2B 공동구매"
A111870,삼본정밀전자,전자제품,20101105,"이어폰,헤드폰,키패드"
A112040,위메이드,게임소프트웨어와서비스,20091218,미르의전설2
A112240,에스에프씨,화학,20111130,"태양광 모듈용 백시트, 라미네이팅 필름"
A112610,씨에스윈드,기계,20141127,풍력발전타워 제조
A113810,디젠스,자동차부품,20121122,자동차용 소음기(머플러)
A114090,GKL,"호텔,레스토랑,레저",20091119,카지노
A114100,KBSTAR 국고채,,20090729,#N/A
A114120,크루셜텍,핸드셋,20100721,"옵티컬트랙패드, LED플래시모듈, PL Lens"
A114190,웰크론강원,기계,20091120,플랜트설비(산업용 보일러)
A114260,KODEX 국고채,,20090729,#N/A
A114450,KPX생명과학,제약,20091222,의약품 중간체 등
A114460,KINDEX 국고채,,20090731,#N/A
A114470,KOSEF 국고채,,20090731,#N/A
A114570,지스마트글로벌,반도체와반도체장비,20100204,CMOS 이미지센서
A114630,우노앤컴퍼니,화학,20100115,"PVC가발사, 난연고열사"
A114800,KODEX 인버스,,20090916,#N/A
A114810,아이원스,반도체와반도체장비,20130207,"반도체 장비 부품 제조 및 세정, LCD 장비 부품 제조"
A114820,TIGER 국채3,,20090827,#N/A
A115160,휴맥스,전자제품,20091116,셋톱박스
A115180,큐리언트,생물공학,20160229,저분자 혁신신약
A115310,인포바인,IT서비스,20100209,"휴대폰인증서보관서비스(UBIKey), 유선전화결제서비스(Vinepay)"
A115390,락앤락,포장재,20100128,플라스틱 밀폐용기
A115440,우리넷,통신장비,20100127,"광전송장비(MSPP), 교환장비(AGW)"
A115450,지트리비앤티,전기장비,20100326,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D"
A115480,씨유메디칼,건강관리장비와용품,20111215,심장제세동기
A115500,케이씨에스,IT서비스,20100414,컴퓨터시스템 통합 구축 및 철도 도로 교통인프라
A115530,씨엔플러스,전자장비와기기,20111102,커넥터
A115570,스타플렉스,화학,20100127,"광고용 플렉스(조명용, 비조명용)"
A115610,이미지스,핸드셋,20100226,"터치스크린칩, 햅틱칩"
A115960,연우,포장재,20151102,화장품 용기
A117460,KODEX 에너지화학,,20091012,#N/A
A117580,대성에너지,가스유틸리티,20101224,천연가스
A117670,알파홀딩스,반도체와반도체장비,20100917,시스템 반도체 개발
A117680,KODEX 철강,,20091030,#N/A
A117690,TIGER 차이나,,20091021,#N/A
A117700,KODEX 건설,,20091030,#N/A
A117930,한진해운,해운사,20091229,해상운송
A118000,우리들휴브레인,건강관리장비와용품,20091230,의료기기 도매
A119500,포메탈,자동차부품,20100917,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품"
A119610,인터로조,건강관리장비와용품,20100728,"콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)"
A119650,KC코트렐,기계,20100129,전기집진기 등
A119830,아이텍반도체,반도체와반도체장비,20101026,비메모리 반도체 테스트
A119850,지엔씨에너지,전기장비,20131002,"비상발전기, 소형열병합발전설비, 바이오가스발전설비"
A119860,다나와,인터넷과카탈로그소매,20110124,"인터넷쇼핑몰 가격비교서비스, 온라인광고"
A120030,조선선재,철강,20100219,용접재료
A120110,코오롱인더,화학,20100201,"산업자재, 화학, 필름"
A120240,대정화금,화학,20101220,"시약, 원료의약품"
A121440,골프존유원홀딩스,게임소프트웨어와서비스,20110520,골프시뮬레이터
A121600,나노신소재,화학,20110209,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등"
A121800,세븐스타웍스,전자장비와기기,20111201,방송용 LCD모니터
A121850,코이즈,디스플레이장비및부품,20120927,"보호필름, 도광판, 백코팅"
A121890,에스디시스템,전자장비와기기,20100716,"요금징수시스템, 지능형교통시스템,하이패스단말기"
A122090,ARIRANG KOSPI50,,20100107,#N/A
A122260,KOSEF 통안채,,20100114,#N/A
A122350,삼기오토모티브,자동차부품,20100319,자동차부품
A122450,KMH,방송과엔터테인먼트,20110525,방송채널사업 및 방송송출서비스
A122630,KODEX 레버리지,,20100222,#N/A
A122640,예스티,반도체와반도체장비,20151216,반도체 및 디스플레이 제조 장비
A122690,서진오토모티브,자동차부품,20100525,"Clutch,Flywheel,Driveplate,Bearing,ATparts"
A122800,썬텍,기계,20101126,열간 압연롤
A122870,와이지엔터테인먼트,방송과엔터테인먼트,20111123,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트"
A122900,아이마켓코리아,상업서비스와공급품,20100730,B2B 전자상거래
A122990,와이솔,핸드셋,20100910,"SAW Filter, Wafer Chip, Duplexer"
A123010,옵토팩,반도체와반도체장비,20160720,이미지센서 패키징
A123040,엠에스오토텍,자동차부품,20100806,자동차 차체 부품
A123100,테라세미콘,디스플레이장비및부품,20111101,반도체 및 AMOLED 제조용 열처리장비
A123260,사파이어테크놀로지,디스플레이장비및부품,20111205,사파이어 잉곳
A123310,TIGER 인버스,,20100329,#N/A
A123320,TIGER 레버리지,,20100409,#N/A
A123330,제닉,화장품,20110803,"하이드로겔 마스크 팩, 기타화장품"
A123410,코리아에프티,자동차부품,20100827,"캐니스터,플라스틱필러넥,의장부품"
A123420,선데이토즈,게임소프트웨어와서비스,20101110,"애니팡, 애니팡 사천성, 아쿠아스토리 등"
A123570,이엠넷,광고,20111125,온라인 검색광고 대행
A123690,한국화장품,화장품,20100601,화장품
A123700,SJM,자동차부품,20100531,자동차및산업용Bellows
A123750,알톤스포츠,레저용장비와제품,20100702,"운송장비,부품,자전거외"
A123760,KBSTAR 레버리지,,20100409,#N/A
A123840,한일진공,기계,20101005,진공장비
A123860,아나패스,디스플레이장비및부품,20101105,Timing Controller(TCON)
A123890,한국자산신탁,부동산,20160713,"부동산 신탁 서비스, REITs"
A124500,아이티센,IT서비스,20141223,시스템통합 및 IT서비스
A126560,현대에이치씨엔,방송과엔터테인먼트,20101223,방송업
A126600,코프라,자동차부품,20101112,엔지니어링 플라스틱 칩
A126640,화신정공,자동차부품,20100831,자동차부품
A126700,하이비젼시스템,핸드셋,20100910,카메라모듈 제조검사용 장비
A126870,뉴로스,기계,20120215,터보블로워
A126880,제이엔케이히터,기계,20110131,산업용가열로
A127120,디엔에이링크,생명과학도구및서비스,20111226,"유전체분석(EGIS), 개인유전체분석(DNAGPS)"
A127160,매직마이크로,디스플레이장비및부품,20151119,"LED 리드프레임, LED PKG"
A127710,아시아경제,출판,20150731,광고 및 콘텐츠
A128660,피제이메탈,비철금속,20101213,"탈산제, 조재제"
A128820,대성산업,석유와가스,20100730,"주유소 운영, 건설 등"
A128940,한미약품,제약,20100730,의약품
A129260,인터지스,항공화물운송과물류,20111216,"화물운송,알선,하역"
A130500,금호엔티,자동차부품,20130802,"자동차용 부직포, 폴리우레탄 폼"
A130580,나이스디앤비,신용평가서비스,20111222,기업신용조사 보고서
A130660,한전산업,전기유틸리티,20101216,"발전설비 운전·정비, 전기검침"
A130680,TIGER 원유선물(H),,20100802,#N/A
A130730,KOSEF 단기자금,,20100729,#N/A
A130740,티피씨글로벌,자동차부품,20110208,"정밀인발강관, 정밀강관, Water pipe, Filler Neck 등"
A130960,CJ E&M,방송과엔터테인먼트,20101015,방송게임영화음악
A131030,디에이치피코리아,제약,20101203,티어린프리점안액
A131090,시큐브,소프트웨어,20111221,"시스템보안관리솔루션, 정보유출방지솔루션"
A131100,리켐,화학,20110614,"이차전지 전해액 소재, LCD 공정용 에천트 소재"
A131180,딜리,컴퓨터와주변기기,20110131,디지털 UV 프린터
A131220,대한과학,생명과학도구및서비스,20111011,"의료, 정밀 및 연구실험기기 제조 및 유통"
A131290,티에스이,반도체와반도체장비,20110105,"Probe Card, Test Interface Board, LED Test Equipment"
A131370,알서포트,인터넷소프트웨어와서비스,20110105,"원격지원,제어 솔루션"
A131390,피앤이솔루션,전기제품,20110927,"2차전지 공정용 장비, 산업용 정류기"
A131400,액트,전자장비와기기,20101227,연성회로기판
A131760,파인텍,핸드셋,20150817,휴대기기용 BLU(Back Light Unit)
A131890,KINDEX 삼성그룹EW,,20100917,#N/A
A131970,테스나,반도체와반도체장비,20131022,반도체 테스트
A132030,KODEX 골드선물(H),,20101001,#N/A
A133690,TIGER 나스닥100,,20101018,#N/A
A133750,메가엠디,교육서비스,20151218,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의"
A133820,화인베스틸,조선,20140722,"조선용 형강(부등변 부등후 앵글, 부등호 앵글, 등변앵글 평철 등)"
A134060,이퓨쳐,교육서비스,20110427,Smart Phonics 등(외국어 어학교재)
A134380,미원화학,화학,20110215,"계면활성제, 황산및분황"
A134580,디엠티,전자제품,20131126,셋톱박스
A134780,화진,자동차부품,20110810,"우드그레인, IPE"
A134790,팀스,가구,20110125,교육용가구
A136280,KODEX 소비재,,20101207,#N/A
A136340,KBSTAR 우량회사채,,20110415,#N/A
A136480,하림,식품,20110502,"육계, 육계가공식품"
A136490,선진,식품,20110216,조제동물사료
A136510,쎄미시스코,디스플레이장비및부품,20111118,"EGIS(유리기판 검사장비), Smart-EPD 및 Smart-HMS(플라즈마 검사장비)"
A136540,윈스,소프트웨어,20110502,"네크워크보안장비(IPS, 안티 DDoS)"
A137400,피엔티,디스플레이장비및부품,20120706,2차전지 및 전자소재용 Roll-to-Roll 장비
A137610,TIGER 농산물선물(H),,20110111,#N/A
A137930,마이다스 커버드콜,,20110215,#N/A
A137940,넥스트아이,디스플레이장비및부품,20110614,"LCD 편광필름 검사장비, BLU 검사장비 등"
A137950,제이씨케미칼,에너지장비및서비스,20110808,"바이오디젤, 글리세린 등"
A138040,메리츠금융지주,손해보험,20110513,투자사업
A138070,신진에스엠,기계,20111128,표준 플레이트
A138080,오이솔루션,통신장비,20140227,광트랜시버
A138230,KOSEF 달러선물,,20110224,#N/A
A138250,엔에스쇼핑,인터넷과카탈로그소매,20150327,TV홈쇼핑
A138360,에이씨티,화장품,20131108,기능성 화장품 원료
A138490,코오롱플라스틱,화학,20110615,엔지니어링플라스틱
A138520,TIGER 삼성그룹,,20110307,#N/A
A138530,TIGER LG그룹+,,20110310,#N/A
A138540,TIGER 현대차그룹+,,20110310,#N/A
A138610,나이벡,건강관리장비와용품,20110713,"치아미백제,치과용 골이식재"
A138690,엘아이에스,디스플레이장비및부품,20110602,"LGP Engraving M/C, Cell Sealing M/C"
A138910,KODEX 구리선물(H),,20110315,#N/A
A138920,KODEX 콩선물(H),,20110315,#N/A
A138930,BNK금융지주,은행,20110330,금융지주회사
A139050,경봉,IT서비스,20110729,"용역서비스(ITS,BIS,ATMS,BRT)"
A139130,DGB금융지주,은행,20110607,지주회사
A139200,하이골드2호,,20110415,0
A139220,TIGER 200 건설,,20110406,#N/A
A139230,TIGER 200 중공업,,20110406,#N/A
A139240,TIGER 200 철강소재,,20110406,#N/A
A139250,TIGER 200 에너지화학,,20110406,#N/A
A139260,TIGER 200 IT,,20110406,#N/A
A139270,TIGER 200 금융,,20110406,#N/A
A139280,TIGER 경기방어,,20110406,#N/A
A139290,TIGER 200 경기소비재,,20110406,#N/A
A139310,TIGER 금속선물(H),,20110408,#N/A
A139320,TIGER 금은선물(H),,20110408,#N/A
A139480,이마트,백화점과일반상점,20110610,대형마트
A139660,KOSEF 달러인버스선물,,20110401,#N/A
A139670,넥스트리밍,소프트웨어,20111202,"NexMFW, NexPlayer EMB"
A140410,메지온,제약,20120120,"발기부전증치료제, 전립선비대증치료제"
A140520,대창스틸,철강,20141205,"냉연강판, 이중바닥재"
A140570,KBSTAR 수출주,,20110415,#N/A
A140580,KBSTAR 우량업종,,20110415,#N/A
A140700,KODEX 보험,,20110426,#N/A
A140710,KODEX 운송,,20110426,#N/A
A140860,파크시스템스,전자장비와기기,20151217,연구용 및 산업용 원자현미경
A140890,트러스제7호,,20110930,0
A140910,광희리츠,,20110714,0
A140950,파워 K100,,20110503,#N/A
A141000,비아트론,디스플레이장비및부품,20120504,AMOLED 등 제조장비
A141020,포티스,판매업체,20130129,셋톱박스
A141070,맥스로텍,기계,20121116,갠트리로봇 공장자동화시스템
A141080,레고켐바이오,생명과학도구및서비스,20130510,신약후보물질 발굴을 통한 License-Out
A141240,ARIRANG K100EW,,20110518,#N/A
A142210,유니트론텍,반도체와반도체장비,20160202,"메모리, 비메모리반도체"
A142280,녹십자엠에스,건강관리장비와용품,20141217,"혈액백, 진단시약, 혈액투석액"
A142760,바이오리더스,생물공학,20160707,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신"
A143160,아이디스,전자장비와기기,20110926,"영상보안장치(DVR,NVR,IP-Camera 등)"
A143240,사람인에이치알,상업서비스와공급품,20120221,"온라인 채용광고(취업포털), 인재파견, 취업지원 등"
A143460,KINDEX 밸류대형,,20110621,#N/A
A143540,영우디에스피,디스플레이장비및부품,20141029,OLED/LCD 디스플레이 검사장비
A143850,TIGER S&P500선물(H),,20110718,#N/A
A143860,TIGER 헬스케어,,20110718,#N/A
A144510,녹십자랩셀,건강관리업체및서비스,20160623,"세포치료제, 검체검사서비스, 제대혈은행"
A144600,KODEX 은선물(H),,20110718,#N/A
A144620,코오롱머티리얼,"섬유,의류,신발,호화품",20120405,"합성섬유 제조/직물 도매,무역"
A145020,휴젤,생물공학,20151224,"보툴리눔톡신, 필러"
A145210,세화아이엠씨,자동차부품,20150319,"타이어 금형, 타이어 제조설비"
A145270,케이탑리츠,,20120131,부동산 임대
A145670,KINDEX 인버스,,20110908,#N/A
A145850,TREX 펀더멘탈 200,,20110923,#N/A
A145990,삼양사,식품,20111205,설탕
A147830,제룡산업,전기장비,20120213,송배전 금구류 및 합성수지 제품
A147970,TIGER 모멘텀,,20111026,#N/A
A148020,KBSTAR 200,,20111020,#N/A
A148070,KOSEF 10년국고채,,20111020,#N/A
A148250,알엔투테크놀로지,통신장비,20160622,"이동통신부품(커플러), 의료기기용기판, 파우더"
A149940,모다정보통신,통신장비,20120925,무선 데이터 통신 단말기
A149950,아바텍,디스플레이장비및부품,20121106,"Glass Slimming & ITO코팅 제품, PDP필터"
A149980,하이로닉,건강관리장비와용품,20141217,피부미용 의료기기
A150460,TIGER 중국소비테마 ,,20111216,#N/A
A150840,인트로메딕,건강관리장비와용품,20131219,"캡슐내시경, 일회용 연성내시경"
A150900,파수닷컴,소프트웨어,20131018,기업용 문서보안 솔루션
A151860,KG ETS,복합유틸리티,20130724,"집단에너지(스팀), 산화동, 폐기물 소각"
A151910,나노스,핸드셋,20120802,"Blue Filter, IR Filter, Camera Module"
A152100,ARIRANG 200 ,,20120110,#N/A
A152180,TIGER 생활필수품,,20120117,#N/A
A152280,KOSEF 200 선물,,20120113,#N/A
A152330,코리아오토글라스,자동차부품,20151229,자동차 안전 유리
A152380,KODEX 10년국채선물,,20120120,#N/A
A152500,KINDEX 레버리지,,20120127,#N/A
A152550,한국ANKOR유전,,20120308,0
A152870,파워 K200,,20120213,#N/A
A153130,KODEX 단기채권,,20120222,#N/A
A153270,KOSEF 100,,20120228,#N/A
A153360,하이골드3호,,20120504,0
A153460,네이블,소프트웨어,20120719,"유무선융합 인프라, 클라이언트 및 All-IP 통신보안"
A153490,우리이앤엘,디스플레이장비및부품,20130205,LED 패키지
A154040,솔루에타,핸드셋,20131227,전자파 차폐소재
A155650,와이엠씨,디스플레이장비및부품,20121115,"FPD 패널용 Target, Backing Plate 등"
A155660,DSR,비철금속,20130515,합섬섬유로프
A155900,바다로19호,,20120629,0
A155960,지디,디스플레이장비및부품,20130213,디스플레이 패널 식각 서비스
A156080,KODEX MSCI KOREA,,20120430,#N/A
A157450,TIGER 유동자금 ,,20120516,#N/A
A157490,TIGER 소프트웨어,,20120516,#N/A
A157500,TIGER 증권,,20120516,#N/A
A157510,TIGER 자동차,,20120516,#N/A
A157520,TIGER 화학,,20120516,#N/A
A158310,인터불스,기계,20130403,"FPCB 공정 자동화 장비(가이드홀펀처, 비젼프레스, 커버레이가접기 등)"
A159580,제로투세븐,"섬유,의류,신발,호화품",20130219,유아동복 및 용품
A159650,하이골드8호,,20120917,선박펀드
A159800,마이티 K100,,20120705,#N/A
A159910,MBK,디스플레이장비및부품,20121227,"OLED발광소재, OLED승화정제장비"
A160550,NEW,방송과엔터테인먼트,20141223,영화 투자 및 배급
A160580,TIGER 구리실물,,20121217,#N/A
A160600,에스엔텍,디스플레이장비및부품,20150626,"진공합착기, NPS"
A160980,싸이맥스,반도체와반도체장비,20150617,"웨이퍼 이송장치(Cluster Tool, EFEM, LPM 등)"
A161000,애경유화,화학,20120917,오르토프탈산디옥틸
A161390,한국타이어,자동차부품,20121004,타이어 제조
A161490,ARIRANG 방어주,,20120829,#N/A
A161500,ARIRANG 주도주,,20120829,#N/A
A161510,ARIRANG 고배당주 ,,20120829,#N/A
A161570,미동앤씨네마,자동차부품,20131113,"차량용 블랙박스, 차량운행보조시스템"
A161890,한국콜마,화장품,20121019,"화장품, 의약품"
A163560,동일고무벨트,기계,20121019,"산업용고무제품, 종합고무부품"
A166400,TIGER 커버드C200,,20121025,#N/A
A166480,코아스템,생물공학,20150626,줄기세포 치료제
A167860,KOSEF 10년국고채 레버리지,,20121030,#N/A
A168300,KTOP50 ,,20121112,#N/A
A168330,내츄럴엔도텍,제약,20131031,"백수오 여성호르몬제, 백수오등복합추출물(원료)"
A168490,한국패러랠,,20130419,0
A168580,KINDEX 중국본토CSI300 ,,20121129,#N/A
A169950,KODEX CHINA A50,,20130121,#N/A
A170030,현대공업,자동차부품,20131204,"시트패드, 암레스트, 헤드레스트"
A170350,TIGER 베타플러스,,20130117,#N/A
A170790,파이오링크,통신장비,20130801,"ADC(서버부하 분산장치), 보안스위치, 웹방화벽"
A170900,동아에스티,제약,20130408,"스티렌, 자이데나"
A170920,엘티씨,디스플레이장비및부품,20131008,FPD(LCD/OLED) 및 반도체용 박리액
A171010,램테크놀러지,반도체와반도체장비,20131118,"AMOLED 마스크 세정액, 반도체 식각액, 반도체 박리액"
A171120,라이온켐텍,건축자재,20131119,"합성왁스, 인조대리석"
A172580,하이골드12호,,20130712,0
A173940,에프엔씨엔터,방송과엔터테인먼트,20141204,"콘서트, 음반/음원"
A174350,TIGER 로우볼,,20130620,#N/A
A174360,KBSTAR 중국본토 대형주 CSI100,,20130604,#N/A
A174880,장원테크,핸드셋,20160715,스마트폰 및 태블릿PC Bracket
A175140,인포마크,핸드셋,20150923,"웨어러블 디바이스, 모바일 라우터"
A175330,JB금융지주,은행,20130718,금융지주 회사
A176710,파워 국고채 ETF,,20130522,#N/A
A176950,KODEX 인버스국채선물10년,,20130531,#N/A
A177350,베셀,디스플레이장비및부품,20150619,디스플레이 제조장비
A177830,파버나인,비철금속,20140804,"알루미늄 소재 TV 외관재(프레임, 스탠드)"
A178780,유테크,핸드셋,20150630,"도광판, 몰드프레임"
A178920,SKC코오롱PI,화학,20141208,PI필름
A180400,엠지메드,생명과학도구및서비스,20151120,BAC DNA CHIP
A180640,한진칼,항공사,20130916,"지주사업, 경영자문 및 컨설팅"
A181480,"KINDEX 미국리츠부동산(합성,H)",,20130801,#N/A
A181710,NHN엔터테인먼트,게임소프트웨어와서비스,20130829,한게임
A182360,큐브엔터,방송과엔터테인먼트,20131121,"음반음원, 콘서트, 아티스트매니지먼트"
A182400,에이티젠,생명과학도구및서비스,20151023,"연구용 시약, NK Vue KIT"
A182480,"TIGER US리츠(합성,H)",,20131010,#N/A
A182490,"TIGER 단기선진하이일드(합성,H)",,20140324,#N/A
A182690,테라셈,반도체와반도체장비,20141030,이미지센서 패키징
A183190,아세아시멘트,건축자재,20131106,"시멘트, 레미콘, 몰탈"
A183700,KBSTAR 채권혼합,,20131017,#N/A
A183710,KBSTAR 주식혼합,,20131017,#N/A
A184230,SGA솔루션즈,소프트웨어,20131220,보안솔루션
A185490,아이진,생물공학,20151116,"당뇨성망막병증 치료제, 욕창치료제, 자궁경부암 예방 백신 등"
A185680,KODEX 미국바이오(합성),,20131031,#N/A
A185750,종근당,제약,20131206,"딜라트렌,리피로우"
A187220,디티앤씨,전자장비와기기,20141217,전기전자규격 인증서비스
A187270,신화콘텍,전기제품,20140808,"커넥터(정보통신기기용, 디스플레이용, HDD용 등)"
A187420,제노포커스,생물공학,20150529,산업용 효소
A187790,나노,화학,20140508,세라믹스제품
A189300,인텔리안테크,,20161018,#N/A
A189400,"ARIRANG AC 월드(합성,H)",,20131210,#N/A
A189690,포시에스,소프트웨어,20150211,기업용 리포팅 소프트웨어 솔루션(OZ-Report 등)
A189860,서전기전,전기장비,20141224,수배전반
A189980,흥국에프엔비,음료,20150807,"과일음료(에이드베이스, 스무디, 착즙쥬스 등)"
A190150,ARIRANG 바벨 채권,,20131219,#N/A
A190160,ARIRANG 단기유동성,,20131219,#N/A
A190510,나무가,핸드셋,20151112,"스마트폰 카메라모듈, 노트북 카메라모듈"
A190620,KINDEX 단기자금,,20131223,#N/A
A191410,육일씨엔에쓰,핸드셋,20151224,스마트폰용 Cover Glass
A191420,테고사이언스,생물공학,20141106,피부세포치료제
A192080,더블유게임즈,게임소프트웨어와서비스,20151104,온라인·모바일 게임(더블유카지노)
A192090,TIGER 차이나A300,,20140217,#N/A
A192250,케이사인,소프트웨어,20140428,0
A192390,윈하이텍,건축제품,20140725,데크 플레이트(건설용거푸집)
A192400,쿠쿠전자,가정용기기와용품,20140806,주방용 전기기기 제조업
A192410,감마누,통신장비,20140814,기지국 안테나 및 인빌딩 안테나
A192440,슈피겐코리아,핸드셋,20141105,"핸드폰 케이스, 액정보호필름"
A192530,광주은행,은행,20140522,은행업 등
A192720,파워고배당저변동성,,20140220,#N/A
A192820,코스맥스,화장품,20140407,화장품
A193250,와이제이엠게임즈,핸드셋,20141229,휴대폰용 진동모터
A194370,제이에스코퍼레이션,"섬유,의류,신발,호화품",20160204,핸드백 및 지갑
A194480,데브시스터즈,게임소프트웨어와서비스,20141006,모바일 게임(쿠키런)
A194510,파티게임즈,게임소프트웨어와서비스,20141121,모바일 게임
A194610,우성아이비,레저용장비와제품,20140610,경기 레저용 물놀이 기구
A195870,해성디에스,반도체와반도체장비,20160624,반도체 패키지용 Substrate
A195920,"TIGER 일본(합성,H)",,20140430,#N/A
A195930,"TIGER 유로스탁스50(합성,H)",,20140430,#N/A
A195970,"ARIRANG 선진국(합성,H)",,20140513,#N/A
A195980,"ARIRANG 신흥국(합성,H)",,20140513,#N/A
A195990,유지인트,기계,20150413,소형 머시닝센터
A196030,KINDEX 일본레버리지(H),,20140616,#N/A
A196170,알테오젠,생물공학,20141212,바이오시밀러 및 바이오베터
A196220,KBSTAR 일본레버리지(H),,20140616,#N/A
A196230,KBSTAR 단기통안채,,20140519,#N/A
A196450,온다엔터테인먼트,핸드셋,20140602,휴대폰용 카메라 렌즈모듈 제조
A196490,디에이테크놀로지,전기제품,20141119,2차전지설비
A196700,웹스,화학,20150824,"기능성 컴파운드, 건축외장자재"
A197210,리드,디스플레이장비및부품,20151120,"LCD 장비(In-Line System, TCU, TRU)"
A198440,엔에이치스팩3호,,20140813,기업인수합병
A200020,KODEX 미국IT(합성),,20140612,#N/A
A200030,KODEX 미국산업재(합성),,20140612,#N/A
A200040,KODEX 미국금융(합성),,20140612,#N/A
A200050,KODEX MSCI독일(합성),,20140612,#N/A
A200130,콜마비앤에이치,화장품,20140723,기업인수합병
A200230,텔콘,통신장비,20141124,"RF 통신부품(케이블 어셈블리, 커넥터 등)"
A200250,KOSEF 인디아(합성),,20140626,#N/A
A200470,하이셈,반도체와반도체장비,20141226,메모리 반도체 테스트
A200670,휴메딕스,제약,20141226,"히알루론산 관절염치료제, 히알루론산 더말필러"
A200710,에이디테크놀로지,반도체와반도체장비,20141216,주문형 반도체
A200780,비씨월드제약,제약,20141215,"마취통증약, 순환계약, 항생제, 기타처방약"
A200880,서연이화,자동차부품,20140808,자동차 도어 트림 및 시트
A201490,미투온,게임소프트웨어와서비스,20161010,소셜 카지노 게임
A203650,신한제2호SPAC,,20141013,기업인수합병
A203690,프로스테믹스,생물공학,20140930,화장품
A203780,TIGER 나스닥바이오,,20140827,#N/A
A204210,모두투어리츠,,20160922,"호텔 부동산 취득, 관리, 개량 및 처분"
A204320,만도,자동차부품,20141006,"제동장치, 조향장치, 현가장치"
A204420,"ARIRANG 차이나H 레버리지(합성,H)",,20140825,#N/A
A204440,대우스팩2호,,20141022,기업인수합병
A204450,KODEX China H 레버리지(H),,20140912,#N/A
A204480,TIGER 차이나A레버리지(합성),,20140901,#N/A
A204620,유안타제1호스팩,,20141119,기업인수합병
A204630,화이브라더스,방송과엔터테인먼트,20141229,매니지먼트 및 드라마 영화제작업
A204650,케이티비스팩1호,,20141124,기업인수
A204760,현대에이블스팩1호,,20141110,기업인수합병
A204840,지엘팜텍,제약,20141120,금융지원서비스업
A205100,엑셈,소프트웨어,20141107,"DB, E2E 성능관리 SW"
A205470,하이제2호스팩,,20141201,기업인수합병
A205500,액션스퀘어,게임소프트웨어와서비스,20141112,모바일게임
A205720,"KINDEX 일본인버스(합성,H)",,20140929,#N/A
A206400,엔터메이트,게임소프트웨어와서비스,20141210,"웹게임, 모바일게임"
A206560,덱스터,방송과엔터테인먼트,20151222,"시각효과(Visual Effect, VFX)"
A206640,바디텍메드,생명과학도구및서비스,20141229,기업인수합병
A206660,골든브릿지제2호스팩,,20150205,기업인수합병
A207720,엔에이치SL스팩,,20141217,기업 인수 합병
A207760,미스터블루,출판,20141212,"온라인 만화 콘텐츠 서비스 및 제공, 만화 출판"
A207930,SK1호스팩,,20150331,기업인수합병
A208140,정다운,식품,20141217,기업 인수 및 합병
A208350,지란지교시큐리티,소프트웨어,20141224,기업인수합병
A208370,셀바스헬스케어,건강관리장비와용품,20141217,"체성분측정기, 혈압계, 점자정보단말기"
A208470,"SMART MSCI선진국(합성,H)",,20141124,#N/A
A208640,썸에이지,게임소프트웨어와서비스,20141229,기업인수합병
A208710,바이오로그디바이스,핸드셋,20141224,기업인수합병
A208860,엔지스테크널러지,소프트웨어,20160728,"Nav-Link 솔루션, BringGo 어플리케이션 등"
A208870,하나머스트3호스팩,,20141224,기업인수합병
A210540,디와이파워,기계,20150115,유공압기기 등
A210780,TIGER 코스피고배당,,20141205,#N/A
A210980,SK디앤디,부동산,20150623,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)"
A211210,마이티 코스피고배당,,20141212,#N/A
A211260,KINDEX 배당성장,,20141217,#N/A
A211270,AP위성통신,핸드셋,20160304,위성통신 단말기
A211560,TIGER 배당성장,,20141217,#N/A
A211900,KODEX 배당성장,,20141217,#N/A
A212560,네오오토,자동차부품,20151118,"피니언 기어, 디프 어셈블리, 대형기어"
A213090,미래테크놀로지,IT서비스,20151201,OTP
A213420,덕산네오룩스,디스플레이장비및부품,20150206,"HTL(정공수송층), HIL(정공주입층), RED HOST"
A213500,한솔제지,종이와목재,20150126,"인쇄용지, 산업용지, 특수지 제조 및 판매"
A213610,KODEX 삼성그룹밸류,,20150108,#N/A
A213630,"ARIRANG 미국고배당주(합성,H)",,20150126,#N/A
A214150,케이티비스팩2호,,20150403,기업인수
A214180,민앤지,IT서비스,20150630,휴대폰부가서비스
A214270,퓨쳐스트림네트웍스,인터넷소프트웨어와서비스,20150325,기업인수합병
A214310,세미콘라이트 ,디스플레이장비및부품,20150625,LED Chip
A214320,이노션,광고,20150717,광고대행 및 광고물의 제작 등
A214330,금호에이치티,자동차부품,20151111,자동차용 전구 및 LED모듈
